Id,SalePrice
1461,11.740943
1462,11.983206
1463,12.1450205
1464,12.159039
1465,12.123687
1466,12.021259
1467,12.09767
1468,12.002764
1469,12.067112
1470,11.736457
1471,12.232606
1472,11.462472
1473,11.476865
1474,11.929158
1475,11.697188
1476,12.739636
1477,12.459911
1478,12.536893
1479,12.4951935
1480,13.011948
1481,12.65372
1482,12.220895
1483,12.093076
1484,11.990704
1485,12.061315
1486,12.204556
1487,12.692733
1488,12.377618
1489,12.261612
1490,12.367137
1491,12.137369
1492,11.349918
1493,12.1174345
1494,12.549164
1495,12.548784
1496,12.371641
1497,12.13706
1498,11.985039
1499,11.9560175
1500,12.001754
1501,12.131779
1502,11.77422
1503,12.622424
1504,12.4135475
1505,12.360472
1506,12.149877
1507,12.465195
1508,12.147033
1509,11.990796
1510,11.905221
1511,11.88318
1512,12.024598
1513,11.815732
1514,11.925525
1515,12.1907625
1516,11.939127
1517,12.007498
1518,11.766155
1519,12.334714
1520,11.813385
1521,11.839219
1522,12.058931
1523,11.62904
1524,11.736962
1525,11.69774
1526,11.597993
1527,11.505975
1528,11.774409
1529,11.970112
1530,12.008312
1531,11.526074
1532,11.519984
1533,11.879304
1534,11.706759
1535,11.956809
1536,11.617884
1537,11.096103
1538,11.93249
1539,12.059334
1540,11.428757
1541,11.855361
1542,11.777802
1543,12.368398
1544,11.266069
1545,11.641837
1546,11.843187
1547,11.801763
1548,11.85532
1549,11.653926
1550,11.795944
1551,11.633118
1552,11.80457
1553,11.930431
1554,11.631666
1555,12.006548
1556,11.265096
1557,11.614993
1558,11.493454
1559,11.461657
1560,11.809274
1561,11.856981
1562,11.718173
1563,11.681286
1564,11.985475
1565,11.867125
1566,12.305179
1567,11.163967
1568,12.353425
1569,11.755377
1570,11.759928
1571,11.755482
1572,11.829246
1573,12.379232
1574,11.652797
1575,12.379553
1576,12.351047
1577,12.125382
1578,11.86643
1579,11.945047
1580,12.187198
1581,11.875275
1582,11.749495
1583,12.725246
1584,12.323084
1585,11.864536
1586,11.116458
1587,11.406023
1588,11.927424
1589,11.519644
1590,11.807802
1591,11.46089
1592,11.677217
1593,11.750819
1594,11.711832
1595,11.634715
1596,12.426577
1597,12.096192
1598,12.21368
1599,12.004804
1600,12.044378
1601,11.149564
1602,11.628779
1603,11.335352
1604,12.5131445
1605,12.453608
1606,12.058589
1607,11.929072
1608,12.287137
1609,12.167301
1610,11.988492
1611,11.808317
1612,12.030573
1613,12.0118885
1614,11.678225
1615,11.372265
1616,11.170346
1617,11.383783
1618,11.7563095
1619,11.858156
1620,12.114675
1621,11.917426
1622,11.859195
1623,12.439751
1624,12.258521
1625,11.675089
1626,11.983
1627,12.173449
1628,12.484273
1629,12.14831
1630,12.707608
1631,12.305654
1632,12.350479
1633,11.998182
1634,12.197153
1635,12.04734
1636,11.975955
1637,12.254456
1638,12.090876
1639,12.137161
1640,12.526342
1641,12.097687
1642,12.383756
1643,12.328264
1644,12.3135805
1645,12.188451
1646,12.044706
1647,11.913925
1648,11.797939
1649,11.907811
1650,11.615739
1651,11.673066
1652,11.463143
1653,11.50324
1654,11.890694
1655,11.896115
1656,11.891519
1657,11.929272
1658,11.840846
1659,11.692811
1660,11.960184
1661,12.974646
1662,12.9465275
1663,12.854507
1664,12.901807
1665,12.637622
1666,12.609659
1667,12.826519
1668,12.7149
1669,12.610866
1670,12.80175
1671,12.526157
1672,12.909085
1673,12.647736
1674,12.435435
1675,12.126445
1676,12.167547
1677,12.399841
1678,12.881456
1679,12.791657
1680,12.733686
1681,12.403182
1682,12.5539055
1683,12.060028
1684,12.03908
1685,12.002529
1686,11.97972
1687,12.042543
1688,12.19163
1689,12.202578
1690,12.117334
1691,12.095909
1692,12.417901
1693,11.995274
1694,12.125443
1695,12.058596
1696,12.582498
1697,12.061287
1698,12.823763
1699,12.64154
1700,12.3937235
1701,12.4793825
1702,12.461143
1703,12.492804
1704,12.553341
1705,12.303104
1706,12.86425
1707,12.257249
1708,12.278547
1709,12.584821
1710,12.302743
1711,12.466622
1712,12.48408
1713,12.538462
1714,12.323951
1715,12.249468
1716,12.180333
1717,12.107514
1718,11.725798
1719,12.122152
1720,12.442375
1721,12.100157
1722,11.711748
1723,11.989989
1724,12.281812
1725,12.426923
1726,12.159802
1727,11.962813
1728,12.109281
1729,12.057381
1730,11.985983
1731,11.67142
1732,11.782469
1733,11.558106
1734,11.629208
1735,11.7899475
1736,11.626228
1737,12.652646
1738,12.281789
1739,12.418795
1740,12.26085
1741,12.173204
1742,12.100283
1743,12.048681
1744,12.580035
1745,12.319515
1746,12.049258
1747,12.311353
1748,12.353546
1749,11.861537
1750,11.736734
1751,12.4125595
1752,11.679072
1753,11.864552
1754,12.148336
1755,11.983296
1756,11.752558
1757,11.675321
1758,11.945514
1759,11.986232
1760,11.96911
1761,11.831156
1762,12.068286
1763,12.050217
1764,11.5844555
1765,11.991718
1766,12.094219
1767,12.251401
1768,11.890945
1769,12.095082
1770,11.874468
1771,11.711437
1772,11.751166
1773,11.885228
1774,11.664156
1775,11.8654175
1776,11.7372
1777,11.665867
1778,11.8594475
1779,11.628166
1780,12.06751
1781,11.721233
1782,11.333093
1783,11.8792095
1784,11.576616
1785,11.686672
1786,11.783986
1787,12.0422945
1788,11.034359
1789,11.477535
1790,11.325693
1791,12.07192
1792,12.044429
1793,11.804842
1794,11.924933
1795,11.805076
1796,11.664559
1797,11.731742
1798,11.748239
1799,11.670695
1800,11.74818
1801,11.798743
1802,11.734389
1803,11.826057
1804,11.883532
1805,11.817486
1806,11.625039
1807,11.785057
1808,11.672174
1809,11.633166
1810,11.915852
1811,11.558927
1812,11.5151205
1813,11.724253
1814,11.494068
1815,10.969218
1816,11.484463
1817,11.571008
1818,11.878743
1819,11.692157
1820,11.030835
1821,11.604719
1822,11.960421
1823,10.9440975
1824,11.903715
1825,11.791822
1826,11.515706
1827,11.48244
1828,11.780358
1829,11.555868
1830,11.913294
1831,11.767668
1832,11.361771
1833,11.839083
1834,11.7157345
1835,11.791956
1836,11.711528
1837,11.424996
1838,11.697743
1839,11.4218445
1840,11.991627
1841,11.863466
1842,11.233163
1843,11.698372
1844,11.748575
1845,11.843361
1846,11.902298
1847,12.093037
1848,10.962563
1849,11.555249
1850,11.582355
1851,11.955419
1852,11.661453
1853,11.793736
1854,12.063765
1855,11.8253765
1856,12.295835
1857,11.96334
1858,11.846598
1859,11.699362
1860,11.924481
1861,11.680468
1862,12.587696
1863,12.506691
1864,12.509787
1865,12.630704
1866,12.722598
1867,12.358088
1868,12.646478
1869,12.252132
1870,12.40295
1871,12.35388
1872,12.026025
1873,12.362156
1874,11.843098
1875,12.162374
1876,12.1977005
1877,12.238179
1878,12.171133
1879,11.732428
1880,11.787907
1881,12.361172
1882,12.429264
1883,12.118495
1884,12.265419
1885,12.403496
1886,12.53272
1887,12.250508
1888,12.497117
1889,11.96432
1890,11.682654
1891,11.845579
1892,11.475435
1893,11.77449
1894,11.661363
1895,11.8181505
1896,11.779881
1897,11.725259
1898,11.640159
1899,11.944148
1900,11.941986
1901,12.030928
1902,11.900007
1903,12.327711
1904,11.887291
1905,12.199376
1906,12.062728
1907,12.271281
1908,11.608984
1909,11.771649
1910,11.673568
1911,12.331747
1912,12.582824
1913,11.859786
1914,11.15786
1915,12.645221
1916,11.070578
1917,12.49125
1918,11.855999
1919,12.069348
1920,11.885937
1921,12.893943
1922,12.718703
1923,12.353648
1924,12.2211485
1925,12.139004
1926,12.876119
1927,11.728601
1928,11.878543
1929,11.717459
1930,11.765756
1931,11.927489
1932,11.938909
1933,12.141795
1934,12.109388
1935,12.03962
1936,12.131928
1937,12.152273
1938,12.08683
1939,12.350763
1940,12.05886
1941,12.021951
1942,12.155829
1943,12.225016
1944,12.729793
1945,12.83306
1946,11.921606
1947,12.660406
1948,12.044819
1949,12.46177
1950,12.148697
1951,12.499235
1952,12.23314
1953,12.004809
1954,12.072058
1955,11.886849
1956,12.544823
1957,11.944805
1958,12.706714
1959,11.84569
1960,11.625748
1961,11.720855
1962,11.48009
1963,11.55177
1964,11.659171
1965,11.923625
1966,11.839783
1967,12.555189
1968,12.843936
1969,12.904109
1970,12.9541025
1971,12.968692
1972,12.857203
1973,12.446949
1974,12.688176
1975,12.962428
1976,12.584932
1977,12.770637
1978,12.769461
1979,12.707926
1980,12.2131605
1981,12.80965
1982,12.364381
1983,12.224649
1984,12.01493
1985,12.295002
1986,12.282937
1987,12.096104
1988,12.083427
1989,12.196553
1990,12.320804
1991,12.459044
1992,12.326278
1993,12.005789
1994,12.341319
1995,12.119172
1996,12.41164
1997,12.606185
1998,12.769118
1999,12.447039
2000,12.677144
2001,12.501356
2002,12.445145
2003,12.422444
2004,12.558691
2005,12.211295
2006,12.364075
2007,12.417068
2008,12.355621
2009,12.161095
2010,12.16088
2011,11.778606
2012,12.105828
2013,12.085096
2014,12.062969
2015,12.162111
2016,12.21386
2017,12.147871
2018,11.633057
2019,11.774376
2020,11.590809
2021,11.551174
2022,12.083797
2023,11.843751
2024,12.447321
2025,12.763875
2026,12.025997
2027,11.969492
2028,11.917066
2029,12.072317
2030,12.518962
2031,12.339901
2032,12.46627
2033,12.492155
2034,11.93405
2035,12.321094
2036,12.139741
2037,12.170604
2038,12.54636
2039,12.281663
2040,12.471988
2041,12.534708
2042,12.170967
2043,12.093474
2044,11.995564
2045,12.345417
2046,11.797425
2047,11.903006
2048,11.831162
2049,11.829548
2050,12.086564
2051,11.5210495
2052,11.728073
2053,11.966211
2054,11.369853
2055,11.960749
2056,11.870168
2057,11.609659
2058,12.30225
2059,11.818138
2060,12.05998
2061,12.063943
2062,11.803865
2063,11.746804
2064,11.98462
2065,11.759596
2066,11.939536
2067,11.590652
2068,11.793492
2069,11.380578
2070,11.656204
2071,11.464494
2072,11.708746
2073,11.7601
2074,12.178384
2075,11.888206
2076,11.764697
2077,12.021494
2078,11.774943
2079,11.852651
2080,11.639377
2081,11.758869
2082,11.741728
2083,11.838267
2084,11.591148
2085,11.748519
2086,11.720044
2087,11.755896
2088,11.444612
2089,11.175967
2090,11.735286
2091,11.676146
2092,11.702907
2093,11.741589
2094,11.505588
2095,11.893619
2096,11.239649
2097,11.390909
2098,11.957573
2099,11.138847
2100,11.396637
2101,11.589259
2102,11.742491
2103,11.541338
2104,11.749962
2105,11.726818
2106,11.161305
2107,12.192374
2108,11.560443
2109,11.592114
2110,11.813667
2111,11.916833
2112,11.862913
2113,11.677217
2114,11.6397705
2115,11.974205
2116,11.695697
2117,11.974978
2118,11.760839
2119,11.600929
2120,11.640731
2121,11.428798
2122,11.736287
2123,11.237068
2124,11.897192
2125,11.6980505
2126,11.771315
2127,11.86185
2128,11.756151
2129,11.458547
2130,11.916973
2131,11.755666
2132,11.760702
2133,11.713805
2134,11.729714
2135,11.4426365
2136,11.3541975
2137,11.655558
2138,11.789987
2139,11.94513
2140,11.849864
2141,11.913718
2142,11.75167
2143,11.930953
2144,11.786395
2145,11.848238
2146,12.021775
2147,11.751132
2148,11.885214
2149,11.916828
2150,12.415496
2151,11.563495
2152,11.999756
2153,11.941566
2154,11.665287
2155,11.934855
2156,12.481124
2157,12.346324
2158,12.392078
2159,12.187296
2160,12.000557
2161,12.416679
2162,12.742765
2163,12.821055
2164,12.4050865
2165,12.29781
2166,11.9486065
2167,12.304614
2168,12.234253
2169,12.177869
2170,12.30798
2171,11.939131
2172,11.763364
2173,12.072601
2174,12.2821245
2175,12.630531
2176,12.642661
2177,12.399515
2178,12.256137
2179,11.871918
2180,12.238118
2181,12.1319275
2182,12.241414
2183,12.103572
2184,11.741025
2185,11.552408
2186,11.967528
2187,12.001204
2188,11.927235
2189,12.296427
2190,11.312415
2191,11.339115
2192,11.512054
2193,11.533843
2194,11.561059
2195,11.574449
2196,11.467264
2197,11.581654
2198,12.05678
2199,12.079939
2200,11.95696
2201,11.821725
2202,12.2579155
2203,11.825251
2204,12.152175
2205,11.613149
2206,11.907309
2207,12.325375
2208,12.437527
2209,12.412992
2210,11.694662
